"country","iso2c","iso3c","year","status","lastupdated","gni_per_capita","gdp_per_capita","population","trade_gdp","region","capital","longitude","latitude","income","lending"
"Latvia","LV","LVA",2022,"","2025-04-15",22260,20229.4613617326,1879383,159.82671948791,"Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"Least developed countries: UN classification","XL","LDC",2019,"","2025-04-15",1103.92059779379,1097.76355049254,1058013514,50.4467689036981,"Aggregates","","","","Aggregates","Aggregates"
"Least developed countries: UN classification","XL","LDC",2023,"","2025-04-15",1268.36286916503,1306.23478492715,1160824674,51.7864310222202,"Aggregates","","","","Aggregates","Aggregates"
"Least developed countries: UN classification","XL","LDC",2018,"","2025-04-15",1046.02898343351,1065.22658037951,1033110314,53.1109295553453,"Aggregates","","","","Aggregates","Aggregates"
"Least developed countries: UN classification","XL","LDC",2020,"","2025-04-15",1083.92912988541,1081.79748199294,1083636132,48.5483289182021,"Aggregates","","","","Aggregates","Aggregates"
"Least developed countries: UN classification","XL","LDC",2021,"","2025-04-15",1143.02013579619,1153.75092851568,1109175268,53.482745009184,"Aggregates","","","","Aggregates","Aggregates"
"Least developed countries: UN classification","XL","LDC",2022,"","2025-04-15",1228.9131144558,1265.52540549785,1134585604,54.347642052412,"Aggregates","","","","Aggregates","Aggregates"
"Lebanon","LB","LBN",2019,"","2025-04-15",8630,8905.88005497437,5794594,62.98091601016,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD"
"Lebanon","LB","LBN",2021,"","2025-04-15",4770,4045.37391066234,5718122,78.8286204025241,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD"
"Lebanon","LB","LBN",2022,"","2025-04-15",4170,3654.35845534878,5744489,114.888278265666,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD"
"Lebanon","LB","LBN",2018,"","2025-04-15",8700,9174.53666204759,5984119,68.2573073043718,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD"
"Lebanon","LB","LBN",2020,"","2025-04-15",6350,5561.19166950397,5702398,50.1298042879627,"Middle East & North Africa","Beirut","35.5134","33.8872","Lower middle income","IBRD"
"Lesotho","LS","LSO",2020,"","2025-04-15",1170,918.582577421982,2235727,141.096604645578,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Lesotho","LS","LSO",2021,"","2025-04-15",1190,1066.58645143823,2261542,139.186479465407,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Lesotho","LS","LSO",2018,"","2025-04-15",1250,1170.65569702819,2183603,144.434955465602,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Lesotho","LS","LSO",2019,"","2025-04-15",1310,1082.05706777516,2209405,140.51663349168,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Lesotho","LS","LSO",2022,"","2025-04-15",1270,1029.99553333827,2286110,142.373981443861,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Lesotho","LS","LSO",2023,"","2025-04-15",1250,916.282979328622,2311472,141.513755535108,"Sub-Saharan Africa","Maseru","27.7167","-29.5208","Lower middle income","IDA"
"Liberia","LR","LBR",2021,"","2025-04-15",630,667.96610514319,5259323,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Liberia","LR","LBR",2020,"","2025-04-15",570,616.787867006715,5149463,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Liberia","LR","LBR",2019,"","2025-04-15",600,658.164180770507,5043721,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Liberia","LR","LBR",2023,"","2025-04-15",710,771.887142089677,5493031,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Liberia","LR","LBR",2018,"","2025-04-15",620,692.203127129794,4944726,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Liberia","LR","LBR",2022,"","2025-04-15",680,744.617175237387,5373294,NA,"Sub-Saharan Africa","Monrovia","-10.7957","6.30039","Low income","IDA"
"Libya","LY","LBY",2019,"","2025-04-15",10100,9963.19489084483,6951033,78.9939691850138,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Libya","LY","LBY",2023,"","2025-04-15",5940,6172.81246940233,7305659,155.655201664179,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Libya","LY","LBY",2018,"","2025-04-15",11000,11196.5854810844,6849055,63.7811335968183,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Libya","LY","LBY",2022,"","2025-04-15",5960,5986.63694851258,7223805,156.321684682347,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Libya","LY","LBY",2021,"","2025-04-15",6930,4935.82787349801,7135175,164.284069967105,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Libya","LY","LBY",2020,"","2025-04-15",7010,6650.33810585348,7045399,50.9757934373319,"Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"Lithuania","LT","LTU",2022,"","2025-04-15",23970,25085.784063499,2831639,175.651612151093,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Lithuania","LT","LTU",2021,"","2025-04-15",21910,23934.728489916,2800839,154.80672767597,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Lithuania","LT","LTU",2018,"","2025-04-15",17470,19368.5391045353,2801543,147.202132525221,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Lithuania","LT","LTU",2023,"","2025-04-15",25080,27786.0057829276,2871585,149.041909014608,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Lithuania","LT","LTU",2020,"","2025-04-15",19710,20541.824988603,2794885,135.796565563519,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Lithuania","LT","LTU",2019,"","2025-04-15",19130,19727.7607453736,2794137,148.374996011818,"Europe & Central Asia","Vilnius","25.2799","54.6896","High income","Not classified"
"Low & middle income","XO","LMY",2022,"","2025-04-15",5498.6140920184,5551.33514593968,6568731933.5,52.9629624825944,"Aggregates","","","","Aggregates","Aggregates"
"Low & middle income","XO","LMY",2023,"","2025-04-15",5735.77528912916,5658.54749596439,6633109634,48.8049839419554,"Aggregates","","","","Aggregates","Aggregates"
"Low & middle income","XO","LMY",2018,"","2025-04-15",4625.94821472233,4738.20340339937,6287535114.5,48.4964449806943,"Aggregates","","","","Aggregates","Aggregates"
"Low & middle income","XO","LMY",2019,"","2025-04-15",4840.44933294107,4791.42088334726,6364581440,46.4761390997875,"Aggregates","","","","Aggregates","Aggregates"
"Low & middle income","XO","LMY",2020,"","2025-04-15",4666.72209291604,4585.37575872202,6438169877.5,44.0153023604104,"Aggregates","","","","Aggregates","Aggregates"
"Low & middle income","XO","LMY",2021,"","2025-04-15",5131.81556930977,5345.67919342271,6505838578,49.3715830985466,"Aggregates","","","","Aggregates","Aggregates"
"Low income","XM","",2018,"","2025-04-15",640.234456903713,654.345171301588,642186195,53.4111841827842,NA,NA,NA,NA,NA,NA
"Low income","XM","",2019,"","2025-04-15",663.162943941614,676.709800653852,660718366,50.7246350046769,NA,NA,NA,NA,NA,NA
"Low income","XM","",2020,"","2025-04-15",645.783975145559,651.453378446489,679560744,47.6445583769125,NA,NA,NA,NA,NA,NA
"Low income","XM","",2021,"","2025-04-15",669.498534399497,680.052723595917,698215206,52.717970199731,NA,NA,NA,NA,NA,NA
"Low income","XM","",2022,"","2025-04-15",711.656066392854,763.322724840016,716865783,51.9505722374194,NA,NA,NA,NA,NA,NA
"Low income","XM","",2023,"","2025-04-15",754.703781209084,900.963258115437,736466395,49.5157396652523,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2022,"","2025-04-15",2442.50029852228,2423.84146733947,3041203716.5,60.3814088529734,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2023,"","2025-04-15",2511.42712053637,2415.59854513004,3079778780,56.2977597894745,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2018,"","2025-04-15",2079.1534962639,2076.456710545,2886705487.5,54.8837425084058,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2019,"","2025-04-15",2163.85995180699,2152.16187917576,2926690682,52.1921914347868,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2020,"","2025-04-15",2047.82653749828,2057.14629082262,2966396716.5,47.7709861618117,NA,NA,NA,NA,NA,NA
"Lower middle income","XN","",2021,"","2025-04-15",2247.76673180149,2300.761243364,3004162907,54.4427770482399,NA,NA,NA,NA,NA,NA
"Luxembourg","LU","LUX",2019,"","2025-04-15",79180,112726.439672814,620001,382.348369203003,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Luxembourg","LU","LUX",2023,"","2025-04-15",83980,128678.189942826,666430,394.220693675731,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Luxembourg","LU","LUX",2020,"","2025-04-15",80980,116905.370396853,630419,372.27140294364,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Luxembourg","LU","LUX",2018,"","2025-04-15",79770,116786.511654677,607950,362.423904500585,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Luxembourg","LU","LUX",2022,"","2025-04-15",89200,125006.021815486,653103,388.513668433747,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Luxembourg","LU","LUX",2021,"","2025-04-15",87610,133711.794435985,640064,393.14119815602,"Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"Macao SAR, China","MO","MAC",2018,"","2025-04-15",73140,83761.8171798142,658900,115.865480655493,"East Asia & Pacific","","113.55","22.1667","High income","Not classified"
"Macao SAR, China","MO","MAC",2020,"","2025-04-15",43830,36976.2561071429,685400,121.50036301495,"East Asia & Pacific","","113.55","22.1667","High income","Not classified"
"Macao SAR, China","MO","MAC",2022,"","2025-04-15",45960,36909.9564090312,677300,168.081022502393,"East Asia & Pacific","","113.55","22.1667","High income","Not classified"
"Macao SAR, China","MO","MAC",2021,"","2025-04-15",46810,45376.314586156,682500,167.688745835451,"East Asia & Pacific","","113.55","22.1667","High income","Not classified"
"Macao SAR, China","MO","MAC",2019,"","2025-04-15",71920,81967.699172769,672000,114.703063841274,"East Asia & Pacific","","113.55","22.1667","High income","Not classified"
"Madagascar","MG","MDG",2019,"","2025-04-15",490,499.818837622534,28219554,62.6013230457128,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Madagascar","MG","MDG",2018,"","2025-04-15",470,500.45718552916,27494926,67.8415046683582,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Madagascar","MG","MDG",2021,"","2025-04-15",480,490.206238571448,29691083,54.4570415917068,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Madagascar","MG","MDG",2023,"","2025-04-15",510,506.159368687808,31195932,60.7790542120883,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Madagascar","MG","MDG",2022,"","2025-04-15",500,497.242514792961,30437261,68.8541835192229,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Madagascar","MG","MDG",2020,"","2025-04-15",450,450.771615201509,28953556,49.0107073664371,"Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"Malawi","MW","MWI",2020,"","2025-04-15",560,602.507478176106,19533888,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malawi","MW","MWI",2021,"","2025-04-15",600,617.447520802454,20047258,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malawi","MW","MWI",2023,"","2025-04-15",600,602.343619809252,21104482,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malawi","MW","MWI",2022,"","2025-04-15",610,604.269751184515,20568728,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malawi","MW","MWI",2019,"","2025-04-15",540,580.889816066776,19025752,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malawi","MW","MWI",2018,"","2025-04-15",490,533.203173686705,18528081,NA,"Sub-Saharan Africa","Lilongwe","33.7703","-13.9899","Low income","IDA"
"Malaysia","MY","MYS",2021,"","2025-04-15",10520,10903.1116425938,34282399,134.035994690727,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Malaysia","MY","MYS",2019,"","2025-04-15",10750,10920.191763972,33440596,123.028562027943,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Malaysia","MY","MYS",2020,"","2025-04-15",10110,9957.52626697613,33889558,116.788182437638,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Malaysia","MY","MYS",2022,"","2025-04-15",11610,11748.0919307944,34695493,146.505418280787,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Malaysia","MY","MYS",2018,"","2025-04-15",10200,10901.8019954421,32910967,130.402625502126,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Malaysia","MY","MYS",2023,"","2025-04-15",11710,11379.0861000632,35126298,132.064307278667,"East Asia & Pacific","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"Maldives","MV","MDV",2023,"","2025-04-15",11070,12530.3602359683,525994,150.032369927009,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Maldives","MV","MDV",2019,"","2025-04-15",10750,11740.2724029785,487731,137.125230822792,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Maldives","MV","MDV",2020,"","2025-04-15",7060,7393.8886543933,502118,114.361902844174,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Maldives","MV","MDV",2022,"","2025-04-15",10570,11786.0091545343,524106,162.243570470777,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Maldives","MV","MDV",2018,"","2025-04-15",10220,11423.2838427029,473099,142.491128578069,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Maldives","MV","MDV",2021,"","2025-04-15",9350,10176.143882547,516154,142.607296758605,"South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"Mali","ML","MLI",2018,"","2025-04-15",780,835.086710561793,20442030,60.1450380410103,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Mali","ML","MLI",2019,"","2025-04-15",800,820.197390833912,21068405,63.6587027665939,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Mali","ML","MLI",2021,"","2025-04-15",800,862.467400106111,22388630,67.2066778457718,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Mali","ML","MLI",2022,"","2025-04-15",830,813.965034073188,23072640,73.4634225003119,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Mali","ML","MLI",2023,"","2025-04-15",840,869.270234286992,23769127,69.3909284347094,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Mali","ML","MLI",2020,"","2025-04-15",780,804.343956745857,21713836,66.0431164692746,"Sub-Saharan Africa","Bamako","-7.50034","13.5667","Low income","IDA"
"Malta","MT","MLT",2021,"","2025-04-15",32630,38027.3801730893,518536,220.649933208077,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Malta","MT","MLT",2023,"","2025-04-15",34750,40395.7692064458,552747,227.453489161761,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Malta","MT","MLT",2018,"","2025-04-15",28990,33332.1905601302,484630,228.098165928785,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Malta","MT","MLT",2019,"","2025-04-15",29820,32412.2697818499,504062,233.070643812248,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Malta","MT","MLT",2020,"","2025-04-15",28110,31796.8213417258,515332,256.888155821056,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Malta","MT","MLT",2022,"","2025-04-15",33310,36142.2058531852,531511,243.674329907614,"Middle East & North Africa","Valletta","14.5189","35.9042","High income","Not classified"
"Marshall Islands","MH","MHL",2022,"","2025-04-15",7500,6322.82855503156,40077,118.835319652723,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Marshall Islands","MH","MHL",2020,"","2025-04-15",6610,5661.96787336674,42706,107.825971877585,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Marshall Islands","MH","MHL",2021,"","2025-04-15",6660,6258.61193705127,41367,117.622325222093,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Marshall Islands","MH","MHL",2019,"","2025-04-15",6770,5292.33985502306,44007,153.007728638901,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Marshall Islands","MH","MHL",2018,"","2025-04-15",6040,4858.12079054875,45285,128.482272727273,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Marshall Islands","MH","MHL",2023,"","2025-04-15",7860,6678.34239060448,38827,110.172232934825,"East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"Mauritania","MR","MRT",2019,"","2025-04-15",1720,1767.072710621,4467708,93.4866941351317,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritania","MR","MRT",2018,"","2025-04-15",1680,1722.93528854073,4337685,89.1467294935148,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritania","MR","MRT",2023,"","2025-04-15",2130,2120.82320358953,5022441,91.4705715873539,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritania","MR","MRT",2020,"","2025-04-15",1720,1795.76459566714,4600131,86.7761681322741,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritania","MR","MRT",2021,"","2025-04-15",1810,1947.78918383313,4734874,88.3068737571235,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritania","MR","MRT",2022,"","2025-04-15",2010,1960.35240077424,4875637,102.025899125696,"Sub-Saharan Africa","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"Mauritius","MU","MUS",2022,"","2025-04-15",11010,10239.7970461095,1262523,118.339828499599,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mauritius","MU","MUS",2023,"","2025-04-15",11590,11613.0441587588,1261041,107.903855233762,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mauritius","MU","MUS",2020,"","2025-04-15",10220,9011.04288445023,1266014,85.8305448745082,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mauritius","MU","MUS",2021,"","2025-04-15",10280,9068.97300226707,1266334,98.0000292393386,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mauritius","MU","MUS",2018,"","2025-04-15",11910,11643.4605962124,1265577,98.0871798050983,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mauritius","MU","MUS",2019,"","2025-04-15",12440,11403.2527870674,1265985,96.4919509166035,"Sub-Saharan Africa","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"Mexico","MX","MEX",2019,"","2025-04-15",9860,10369.5553568761,125762982,77.4619722694466,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Mexico","MX","MEX",2020,"","2025-04-15",8920,8841.27075003163,126799054,76.8545557087923,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Mexico","MX","MEX",2021,"","2025-04-15",9880,10314.0506741437,127648148,83.0692976202276,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Mexico","MX","MEX",2018,"","2025-04-15",9560,10084.7937562021,124573711,80.2126616568975,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Mexico","MX","MEX",2023,"","2025-04-15",11980,13790.0243428344,129739759,73.157775633035,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Mexico","MX","MEX",2022,"","2025-04-15",10720,11385.4070757929,128613117,88.3870894769952,"Latin America & Caribbean","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"Micronesia, Fed. Sts.","FM","FSM",2020,"","2025-04-15",3980,3353.8894298388,110916,85.5168279569892,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Micronesia, Fed. Sts.","FM","FSM",2023,"","2025-04-15",4250,4084.16940424398,112630,94.8821956521739,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Micronesia, Fed. Sts.","FM","FSM",2019,"","2025-04-15",4050,3572.65918282222,110282,95.8493908629442,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Micronesia, Fed. Sts.","FM","FSM",2022,"","2025-04-15",4130,3835.38184348074,112114,84.8371395348837,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Micronesia, Fed. Sts.","FM","FSM",2018,"","2025-04-15",3380,3566.58690371125,109909,103.406785714286,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Micronesia, Fed. Sts.","FM","FSM",2021,"","2025-04-15",4020,3493.87228552999,111624,87.6064871794872,"East Asia & Pacific","Palikir","158.185","6.91771","Lower middle income","IDA"
"Middle East & North Africa","ZQ","MEA",2018,"","2025-04-15",7500.82032848597,7732.44296580288,466691130,78.1249873665059,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa","ZQ","MEA",2019,"","2025-04-15",7647.5546680584,7590.75451796732,474057593,76.4675064430435,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa","ZQ","MEA",2021,"","2025-04-15",7538.75816136893,7801.40393400528,488100624,76.383383048267,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa","ZQ","MEA",2022,"","2025-04-15",8329.23097416021,8986.09895923688,498070255,83.7791166268906,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa","ZQ","MEA",2020,"","2025-04-15",7053.70838782833,6650.85368826242,482334398,71.2734015100152,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa","ZQ","MEA",2023,"","2025-04-15",8653.19888293932,8499.84306394222,508311359,83.5155711554754,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2020,"","2025-04-15",3286.14279179095,3175.61706654976,418461302,48.0195190570991,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2018,"","2025-04-15",3758.57787745901,3682.71025533449,404775501,60.5535706482586,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2019,"","2025-04-15",3649.096248893,3594.10876400589,411833977,57.0336966369457,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2023,"","2025-04-15",3891.16747952568,3797.10418034163,440118189,61.6921223939607,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2022,"","2025-04-15",3782.32805754373,4030.08692997644,432229148,63.6450313669777,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (excluding high income)","XQ","MNA",2021,"","2025-04-15",3482.54815798238,3653.70376970852,424980589,54.5149927702896,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2020,"","2025-04-15",3281.36022635439,3174.94415084122,413658033,47.8097678081232,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2019,"","2025-04-15",3642.80973133509,3593.38666747385,407148671,56.9035069669424,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2023,"","2025-04-15",3887.83045277983,3802.1797249029,434952414,61.3771400342387,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2018,"","2025-04-15",3753.66579328453,3684.084605003,400206414,60.4354867653459,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2022,"","2025-04-15",3771.24589212895,4032.80400418252,427185536,63.4409273021396,"Aggregates","","","","Aggregates","Aggregates"
"Middle East & North Africa (IDA & IBRD countries)","T3","TMN",2021,"","2025-04-15",3473.36674416219,3653.41158751434,420057840,54.3128627038475,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2022,"","2025-04-15",6084.73869704319,6137.8170764372,5851866150.5,52.9774216584591,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2018,"","2025-04-15",5079.10342597865,5202.51034300538,5645348919.5,48.4280743490149,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2023,"","2025-04-15",6357.8100961228,6254.08764955685,5896643239,48.794833198225,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2020,"","2025-04-15",5141.07955114889,5049.55823705701,5758609133.5,43.961744467013,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2021,"","2025-04-15",5667.99698590983,5906.22674978762,5807623372,49.3221995767403,"Aggregates","","","","Aggregates","Aggregates"
"Middle income","XP","MIC",2019,"","2025-04-15",5324.10267167988,5267.9276273194,5703863074,46.4170356252507,"Aggregates","","","","Aggregates","Aggregates"
"Moldova","MD","MDA",2023,"","2025-04-15",6200,6729.41286813969,2457783,95.1315748916605,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Moldova","MD","MDA",2018,"","2025-04-15",3850,4156.44981956646,2707203,87.4467874275648,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Moldova","MD","MDA",2019,"","2025-04-15",4490,4405.33418162155,2664224,87.6322371148906,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Moldova","MD","MDA",2020,"","2025-04-15",4360,4375.7788930524,2635130,79.265722119158,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Moldova","MD","MDA",2021,"","2025-04-15",5270,5274.60582195352,2595809,88.4708865399267,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Moldova","MD","MDA",2022,"","2025-04-15",5520,5738.42473515618,2528654,110.733965557959,"Europe & Central Asia","Chisinau","28.8497","47.0167","Upper middle income","IBRD"
"Mongolia","MN","MNG",2018,"","2025-04-15",3650,4107.64288528468,3208189,126.355873241513,"East Asia & Pacific","Ulaanbaatar","106.937","47.9129","Upper middle income","IBRD"
"Mongolia","MN","MNG",2019,"","2025-04-15",3800,4347.54610314873,3267673,124.396514621165,"East Asia & Pacific","Ulaanbaatar","106.937","47.9129","Upper middle income","IBRD"
"Mongolia","MN","MNG",2020,"","2025-04-15",3690,4001.25193077703,3327204,112.838647629317,"East Asia & Pacific","Ulaanbaatar","106.937","47.9129","Upper middle income","IBRD"
"Mongolia","MN","MNG",2022,"","2025-04-15",4210,4993.51487463495,3433748,136.327929944516,"East Asia & Pacific","Ulaanbaatar","106.937","47.9129","Upper middle income","IBRD"
